batch	work_id	title	input_path	output_path	pdf_path	status	error	changes	before_total	after_total	before_register_jump	after_register_jump	before_dangling_tie	after_dangling_tie	before_accidental_on_tie_continuation	after_accidental_on_tie_continuation	before_sparse_fragment	after_sparse_fragment	before_sparse_window	after_sparse_window	removed_dynamics	removed_hairpins	normalized_dangling_ties	suppressed_tie_continuation_accidentals
cpdl_5_voice_string_quartet	13	O vos omnes (1603)	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/013_o_vos_omnes_1603.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/013_o_vos_omnes_1603/013_o_vos_omnes_1603_optimized.musicxml		ok		14	23	4	21	4	1	0	1	0	0	0	0	0	52	48	2	0
cpdl_5_voice_string_quartet	14	Peccantem me quotidie	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/014_peccantem_me_quotidie.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/014_peccantem_me_quotidie/014_peccantem_me_quotidie_optimized.musicxml		ok		34	85	4	37	4	33	0	15	0	0	0	0	0	76	72	50	0
cpdl_5_voice_string_quartet	15	Precibus et meritis	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/015_precibus_et_meritis.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/015_precibus_et_meritis/015_precibus_et_meritis_optimized.musicxml		ok		35	56	2	39	2	10	0	7	0	0	0	0	0	44	40	20	0
cpdl_5_voice_string_quartet	16	Reminiscere	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/016_reminiscere.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/016_reminiscere/016_reminiscere_optimized.musicxml		ok		34	54	3	33	3	14	0	7	0	0	0	0	0	60	56	21	1
cpdl_5_voice_string_quartet	17	Sancti Spiritus Domine	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/017_sancti_spiritus_domine.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/017_sancti_spiritus_domine/017_sancti_spiritus_domine_optimized.musicxml		ok		32	41	1	24	1	9	0	8	0	0	0	0	0	68	64	18	0
cpdl_5_voice_string_quartet	18	Tribularer si nescirem	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/018_tribularer_si_nescirem.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/018_tribularer_si_nescirem/018_tribularer_si_nescirem_optimized.musicxml		ok		29	51	1	26	1	15	0	10	0	0	0	0	0	44	40	25	0
cpdl_5_voice_string_quartet	19	Tribulationem et dolorem	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/019_tribulationem_et_dolorem.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/019_tribulationem_et_dolorem/019_tribulationem_et_dolorem_optimized.musicxml		ok		37	74	0	37	0	24	0	13	0	0	0	0	0	60	56	40	0
cpdl_5_voice_string_quartet	20	Venit lumen tuum	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/020_venit_lumen_tuum.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/020_venit_lumen_tuum/020_venit_lumen_tuum_optimized.musicxml		ok		32	52	1	33	1	13	0	6	0	0	0	0	0	40	36	24	0
cpdl_5_voice_string_quartet	57	A voi, mentre il mio core	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/057_a_voi_mentre_il_mio_core.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/057_a_voi_mentre_il_mio_core/057_a_voi_mentre_il_mio_core_optimized.musicxml		ok		33	45	5	33	5	7	0	5	0	0	0	0	0	68	64	12	0
cpdl_5_voice_string_quartet	58	Ahi, disperata vita	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/058_ahi_disperata_vita.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/058_ahi_disperata_vita/058_ahi_disperata_vita_optimized.musicxml		ok		30	41	1	31	1	7	0	3	0	0	0	0	0	48	40	11	0
cpdl_5_voice_string_quartet	60	Al mio gioir il ciel si fa sereno	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/060_al_mio_gioir_il_ciel_si_fa_sereno.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/060_al_mio_gioir_il_ciel_si_fa_sereno/060_al_mio_gioir_il_ciel_si_fa_sereno_optimized.musicxml		ok		46	63	2	44	2	10	0	9	0	0	0	0	0	76	72	20	0
cpdl_5_voice_string_quartet	61	All' ombra de gl'allori	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/061_all_ombra_de_gl_allori.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/061_all_ombra_de_gl_allori/061_all_ombra_de_gl_allori_optimized.musicxml		ok		5	12	4	3	0	2	0	3	0	0	0	4	4	12	8	5	0
cpdl_5_voice_string_quartet	62	All'apparir di quelle luci ardenti	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/062_all_apparir_di_quelle_luci_ardenti.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/062_all_apparir_di_quelle_luci_ardenti/062_all_apparir_di_quelle_luci_ardenti_optimized.musicxml		ok		42	57	6	39	6	11	0	7	0	0	0	0	0	44	37	23	1
cpdl_5_voice_string_quartet	63	Alme d'Amor rubelle	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/063_alme_d_amor_rubelle.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/063_alme_d_amor_rubelle/063_alme_d_amor_rubelle_optimized.musicxml		ok		31	54	8	44	8	4	0	6	0	0	0	0	0	68	64	10	0
cpdl_5_voice_string_quartet	64	Amor pace non chero	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/064_amor_pace_non_chero.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/064_amor_pace_non_chero/064_amor_pace_non_chero_optimized.musicxml		ok		14	18	0	13	0	3	0	2	0	0	0	0	0	40	34	5	0
cpdl_5_voice_string_quartet	65	Ancide sol la morte	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/065_ancide_sol_la_morte.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/065_ancide_sol_la_morte/065_ancide_sol_la_morte_optimized.musicxml		ok		41	45	1	39	1	1	0	5	0	0	0	0	0	44	40	6	0
cpdl_5_voice_string_quartet	66	Ancidetemi pur, grievi martiri	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/066_ancidetemi_pur_grievi_martiri.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/066_ancidetemi_pur_grievi_martiri/066_ancidetemi_pur_grievi_martiri_optimized.musicxml		ok		35	47	0	31	0	8	0	8	0	0	0	0	0	60	48	16	0
cpdl_5_voice_string_quartet	67	Ancor che per amarti	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/067_ancor_che_per_amarti.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/067_ancor_che_per_amarti/067_ancor_che_per_amarti_optimized.musicxml		ok		21	39	3	25	3	10	0	4	0	0	0	0	0	76	72	14	0
cpdl_5_voice_string_quartet	68	Arde il mio cor	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/068_arde_il_mio_cor.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/068_arde_il_mio_cor/068_arde_il_mio_cor_optimized.musicxml		ok		30	40	1	32	1	3	0	5	0	0	0	0	0	44	40	8	0
cpdl_5_voice_string_quartet	69	Ardita zanzaretta	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/069_ardita_zanzaretta.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/069_ardita_zanzaretta/069_ardita_zanzaretta_optimized.musicxml		ok		49	60	4	44	4	10	0	6	0	0	0	0	0	80	76	14	0
cpdl_5_voice_string_quartet	70	Ardo per te, mio bene	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/070_ardo_per_te_mio_bene.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/070_ardo_per_te_mio_bene/070_ardo_per_te_mio_bene_optimized.musicxml		ok		44	57	6	42	6	8	0	7	0	0	0	0	0	56	51	16	0
cpdl_5_voice_string_quartet	71	Asciugate i begli occhi	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/071_asciugate_i_begli_occhi.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/071_asciugate_i_begli_occhi/071_asciugate_i_begli_occhi_optimized.musicxml		ok		21	23	2	19	2	3	0	1	0	0	0	0	0	64	60	5	0
cpdl_5_voice_string_quartet	72	Baci soavi e cari	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/072_baci_soavi_e_cari.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/072_baci_soavi_e_cari/072_baci_soavi_e_cari_optimized.musicxml		failed	Invariant mismatch at segment 1015: (1, 312.0, 313.0, (2,)) != (1, 312.0, 313.0, ())	80	0	0	0	0	0	0	0	0	0	0	0	0	96	87	268	2
cpdl_5_voice_string_quartet	73	Bella Angioletta	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/073_bella_angioletta.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/073_bella_angioletta/073_bella_angioletta_optimized.musicxml		ok		17	24	4	21	4	1	0	2	0	0	0	0	0	80	76	3	0
cpdl_5_voice_string_quartet	74	Beltà poi che t'assenti	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/074_belt_poi_che_t_assenti.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/074_belt_poi_che_t_assenti/074_belt_poi_che_t_assenti_optimized.musicxml		ok		16	31	2	18	2	8	0	5	0	0	0	0	0	60	56	12	0
cpdl_5_voice_string_quartet	75	Candida man qual neve	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/075_candida_man_qual_neve.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/075_candida_man_qual_neve/075_candida_man_qual_neve_optimized.musicxml		ok		36	48	2	40	2	3	0	5	0	0	0	0	0	56	49	9	0
cpdl_5_voice_string_quartet	76	Candido e verde fiore	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/076_candido_e_verde_fiore.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/076_candido_e_verde_fiore/076_candido_e_verde_fiore_optimized.musicxml		ok		26	51	2	25	2	14	0	12	0	0	0	0	0	56	52	26	1
cpdl_5_voice_string_quartet	77	Caro amoroso neo	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/077_caro_amoroso_neo.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/077_caro_amoroso_neo/077_caro_amoroso_neo_optimized.musicxml		ok		37	56	3	40	2	7	0	8	0	0	0	1	1	84	78	18	1
cpdl_5_voice_string_quartet	78	Che fai meco	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/078_che_fai_meco.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/078_che_fai_meco/078_che_fai_meco_optimized.musicxml		ok		41	56	3	39	3	8	0	9	0	0	0	0	0	60	56	17	0
cpdl_5_voice_string_quartet	79	Che sentir deve il petto mio	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/079_che_sentir_deve_il_petto_mio.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/079_che_sentir_deve_il_petto_mio/079_che_sentir_deve_il_petto_mio_optimized.musicxml		ok		25	35	1	23	1	9	0	3	0	0	0	0	0	80	76	14	0
cpdl_5_voice_string_quartet	80	Chiaro risplender suole	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/080_chiaro_risplender_suole.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/080_chiaro_risplender_suole/080_chiaro_risplender_suole_optimized.musicxml		ok		14	34	1	15	1	11	0	8	0	0	0	0	0	68	64	19	0
cpdl_5_voice_string_quartet	81	Com'esser può ch'io viva	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/081_com_esser_pu_ch_io_viva.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/081_com_esser_pu_ch_io_viva/081_com_esser_pu_ch_io_viva_optimized.musicxml		ok		35	49	0	33	0	8	0	8	0	0	0	0	0	44	38	17	0
cpdl_5_voice_string_quartet	82	Come vivrai cor mio	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/082_come_vivrai_cor_mio.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/082_come_vivrai_cor_mio/082_come_vivrai_cor_mio_optimized.musicxml		ok		16	16	0	13	0	2	0	1	0	0	0	0	0	12	8	3	0
cpdl_5_voice_string_quartet	83	Cor mio, deh, non piangete	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/083_cor_mio_deh_non_piangete.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/083_cor_mio_deh_non_piangete/083_cor_mio_deh_non_piangete_optimized.musicxml		ok		31	53	2	28	2	16	0	9	0	0	0	0	0	108	98	25	0
cpdl_5_voice_string_quartet	84	Correte, amanti, a prova	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/084_correte_amanti_a_prova.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/084_correte_amanti_a_prova/084_correte_amanti_a_prova_optimized.musicxml		ok		45	54	1	42	1	9	0	3	0	0	0	0	0	56	52	12	0
cpdl_5_voice_string_quartet	86	Dalle odorate spoglie	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/086_dalle_odorate_spoglie.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/086_dalle_odorate_spoglie/086_dalle_odorate_spoglie_optimized.musicxml		ok		16	18	0	15	0	1	0	2	0	0	0	0	0	24	20	3	0
cpdl_5_voice_string_quartet	87	Deh coprite il bel seno	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/087_deh_coprite_il_bel_seno.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/087_deh_coprite_il_bel_seno/087_deh_coprite_il_bel_seno_optimized.musicxml		ok		23	33	6	24	6	6	0	3	0	0	0	0	0	64	60	10	0
cpdl_5_voice_string_quartet	88	Deh, come invan sospiro	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/088_deh_come_invan_sospiro.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/088_deh_come_invan_sospiro/088_deh_come_invan_sospiro_optimized.musicxml		ok		22	32	3	19	3	8	0	5	0	0	0	0	0	72	62	17	0
cpdl_5_voice_string_quartet	90	Del bel de bei vostri occhi	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/090_del_bel_de_bei_vostri_occhi.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/090_del_bel_de_bei_vostri_occhi/090_del_bel_de_bei_vostri_occhi_optimized.musicxml		ok		47	62	4	36	1	5	0	18	0	0	0	3	3	76	68	23	0
cpdl_5_voice_string_quartet	91	Dolce spirto d'amore	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/091_dolce_spirto_d_amore.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/091_dolce_spirto_d_amore/091_dolce_spirto_d_amore_optimized.musicxml		ok		37	50	0	36	0	11	0	3	0	0	0	0	0	64	60	16	1
cpdl_5_voice_string_quartet	92	Dolcissima mia vita	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/092_dolcissima_mia_vita/092_dolcissima_mia_vita_optimized.musicxml		ok		31	41	0	31	0	7	0	3	0	0	0	0	0	40	36	11	0
cpdl_5_voice_string_quartet	93	Dolcissimo sospiro	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/093_dolcissimo_sospiro.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/093_dolcissimo_sospiro/093_dolcissimo_sospiro_optimized.musicxml		ok		44	66	9	45	8	7	0	13	0	0	0	1	1	36	30	24	0
cpdl_5_voice_string_quartet	95	Ecco, morirò dunque	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/095_ecco_morir_dunque.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/095_ecco_morir_dunque/095_ecco_morir_dunque_optimized.musicxml		ok		38	67	3	34	3	19	0	14	0	0	0	0	0	128	124	35	0
cpdl_5_voice_string_quartet	96	Felice primavera	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/096_felice_primavera.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/096_felice_primavera/096_felice_primavera_optimized.musicxml		ok		66	81	14	72	12	4	0	3	0	0	0	2	2	88	80	9	0
cpdl_5_voice_string_quartet	97	Felicissimo sonno	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/097_felicissimo_sonno.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/097_felicissimo_sonno/097_felicissimo_sonno_optimized.musicxml		ok		29	46	3	32	3	8	0	6	0	0	0	0	0	60	56	14	0
cpdl_5_voice_string_quartet	98	Gelo ha madonna il seno	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/098_gelo_ha_madonna_il_seno.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/098_gelo_ha_madonna_il_seno/098_gelo_ha_madonna_il_seno_optimized.musicxml		ok		30	44	1	40	1	3	0	1	0	0	0	0	0	80	76	3	0
cpdl_5_voice_string_quartet	99	Gioite voi col canto	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/099_gioite_voi_col_canto.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/099_gioite_voi_col_canto/099_gioite_voi_col_canto_optimized.musicxml		ok		36	60	1	35	1	16	0	9	0	0	0	0	0	92	88	25	0
cpdl_5_voice_string_quartet	100	Già piansi nel dolore	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/100_gi_piansi_nel_dolore/100_gi_piansi_nel_dolore_optimized.musicxml		ok		21	39	0	20	0	8	0	11	0	0	0	0	0	76	72	19	0
cpdl_5_voice_string_quartet	101	Hai rotto e sciolto e spento	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/101_hai_rotto_e_sciolto_e_spento.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/101_hai_rotto_e_sciolto_e_spento/101_hai_rotto_e_sciolto_e_spento_optimized.musicxml		ok		49	72	17	57	17	11	0	4	0	0	0	0	0	96	92	20	0
