batch	work_id	title	source_path	output_path	mp3_path	original_snapshot_path	updated_snapshot_path	current_semitones	updated_semitones	current_key_burden	updated_key_burden	key_burden_delta	current_tessitura_score	updated_tessitura_score	tessitura_delta	status	error
cpdl_5_voice_quartet_plus_viole	129	O dolce mio martire	data/cpdl/5-voices/sources/129_o_dolce_mio_martire__01_gesualdo_o_dolce_mio_martire.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/129_o_dolce_mio_martire.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/129_o_dolce_mio_martire.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/129_o_dolce_mio_martire__t+4_to_+5.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/129_o_dolce_mio_martire__t+4_to_+5.musicxml	4	5	4	1	3	0.400478	0.400899	0.00042111	ok	
cpdl_5_voice_quartet_plus_viole	132	O mal nati messagi	data/cpdl/5-voices/sources/132_o_mal_nati_messagi__02_o_mal_nati_messagi_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/132_o_mal_nati_messagi.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/132_o_mal_nati_messagi.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/132_o_mal_nati_messagi__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/132_o_mal_nati_messagi__t+1_to_+0.musicxml	1	0	5	0	5	0.504468	0.518425	0.013957	ok	
cpdl_5_voice_quartet_plus_viole	137	Or, che in gioia	data/cpdl/5-voices/sources/137_or_che_in_gioia__02_or_che_in_gioia_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/137_or_che_in_gioia.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/137_or_che_in_gioia.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/137_or_che_in_gioia__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/137_or_che_in_gioia__t+1_to_+0.musicxml	1	0	6	1	5	0.346594	0.362893	0.0162994	ok	
cpdl_5_voice_quartet_plus_viole	138	Poichè l'avida sete	data/cpdl/5-voices/sources/138_poiche_l_avida_sete__02_gesu_17poi.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/138_poich_l_avida_sete.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/138_poich_l_avida_sete.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/138_poich_l_avida_sete__t+4_to_+5.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/138_poich_l_avida_sete__t+4_to_+5.musicxml	4	5	4	1	3	0.45108	0.459088	0.00800821	ok	
cpdl_5_voice_quartet_plus_viole	140	Quando l'alba novella	data/cpdl/5-voices/sources/140_quando_l_alba_novella__02_gesualdo_quando_l_alba_novella.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/140_quando_l_alba_novella.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/140_quando_l_alba_novella.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/140_quando_l_alba_novella__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/140_quando_l_alba_novella__t+1_to_+0.musicxml	1	0	6	1	5	0.320892	0.323147	0.0022548	ok	
cpdl_5_voice_quartet_plus_viole	141	Quando ridente e bella	data/cpdl/5-voices/sources/141_quando_ridente_e_bella__02_quando_ridente_e_bella_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/141_quando_ridente_e_bella.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/141_quando_ridente_e_bella.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/141_quando_ridente_e_bella__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/141_quando_ridente_e_bella__t+1_to_+0.musicxml	1	0	6	1	5	0.359039	0.364183	0.00514407	ok	
cpdl_5_voice_quartet_plus_viole	146	Resta di darmi noia	data/cpdl/5-voices/sources/146_resta_di_darmi_noia__02_resta_di_darmi_noia_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/146_resta_di_darmi_noia.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/146_resta_di_darmi_noia.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/146_resta_di_darmi_noia__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/146_resta_di_darmi_noia__t+1_to_+0.musicxml	1	0	5	0	5	0.401958	0.421825	0.0198677	ok	
cpdl_5_voice_quartet_plus_viole	147	S'io non miro non moro	data/cpdl/5-voices/sources/147_s_io_non_miro_non_moro__02_sio_non_miro_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/147_s_io_non_miro_non_moro.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/147_s_io_non_miro_non_moro.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/147_s_io_non_miro_non_moro__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/147_s_io_non_miro_non_moro__t+1_to_+0.musicxml	1	0	6	1	5	0.307133	0.324774	0.0176419	ok	
cpdl_5_voice_quartet_plus_viole	150	Se da sì nobil mano	data/cpdl/5-voices/sources/150_se_da_si_nobil_mano__01_gesualdo_se_da_si_nobil_mano.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/150_se_da_s_nobil_mano.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/150_se_da_s_nobil_mano.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/150_se_da_s_nobil_mano__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/150_se_da_s_nobil_mano__t+1_to_+0.musicxml	1	0	5	0	5	0.30586	0.317741	0.0118812	ok	
cpdl_5_voice_quartet_plus_viole	155	Se tu fuggi	data/cpdl/5-voices/sources/155_se_tu_fuggi__02_gesu_20se.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/155_se_tu_fuggi.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/155_se_tu_fuggi.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/155_se_tu_fuggi__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/155_se_tu_fuggi__t+1_to_+0.musicxml	1	0	6	1	5	0.349709	0.356023	0.00631375	ok	
cpdl_5_voice_quartet_plus_viole	160	Sospirava	data/cpdl/5-voices/sources/160_sospirava__02_sospirava_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/160_sospirava.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/160_sospirava.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/160_sospirava__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/160_sospirava__t+1_to_+0.musicxml	1	0	5	0	5	0.326831	0.341163	0.0143317	ok	
cpdl_5_voice_quartet_plus_viole	161	Sparge la morte	data/cpdl/5-voices/sources/161_sparge_la_morte__02_sparge_la_morte_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/161_sparge_la_morte.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/161_sparge_la_morte.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/161_sparge_la_morte__t+6_to_+7.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/161_sparge_la_morte__t+6_to_+7.musicxml	6	7	6	1	5	0.383759	0.371178	-0.0125809	ok	
cpdl_5_voice_quartet_plus_viole	164	Tall'or sano desio	data/cpdl/5-voices/sources/164_tall_or_sano_desio__02_tall_or_sano_desio_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/164_tall_or_sano_desio.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/164_tall_or_sano_desio.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/164_tall_or_sano_desio__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/164_tall_or_sano_desio__t-1_to_+0.musicxml	-1	0	4	1	3	0.382867	0.39423	0.0113626	ok	
cpdl_5_voice_quartet_plus_viole	19	Tribulationem et dolorem	data/cpdl/5-voices/sources/019_tribulationem_et_dolorem__02_tribulationem_et_dolorem_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/019_tribulationem_et_dolorem.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/019_tribulationem_et_dolorem.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/019_tribulationem_et_dolorem__t+6_to_+5.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/019_tribulationem_et_dolorem__t+6_to_+5.musicxml	6	5	6	1	5	0.430746	0.434667	0.00392126	ok	
cpdl_5_voice_quartet_plus_viole	3	Ave, dulcissima Maria	data/cpdl/5-voices/sources/003_ave_dulcissima_maria__02_ave_dulcissima_maria_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/003_ave_dulcissima_maria.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/003_ave_dulcissima_maria.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/003_ave_dulcissima_maria__t+4_to_+5.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/003_ave_dulcissima_maria__t+4_to_+5.musicxml	4	5	6	1	5	0.363694	0.373686	0.00999214	ok	
cpdl_5_voice_quartet_plus_viole	57	A voi, mentre il mio core	data/cpdl/5-voices/sources/057_a_voi_mentre_il_mio_core__02_a_voi_mentre_il_mio_core_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/057_a_voi_mentre_il_mio_core.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/057_a_voi_mentre_il_mio_core.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/057_a_voi_mentre_il_mio_core__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/057_a_voi_mentre_il_mio_core__t+1_to_+0.musicxml	1	0	5	0	5	0.347651	0.366383	0.0187316	ok	
cpdl_5_voice_quartet_plus_viole	61	All' ombra de gl'allori	data/cpdl/5-voices/sources/061_all_ombra_de_gl_allori__02_gesualdo_all_ombra_de_gl_allori.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/061_all_ombra_de_gl_allori.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/061_all_ombra_de_gl_allori.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/061_all_ombra_de_gl_allori__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/061_all_ombra_de_gl_allori__t+1_to_+2.musicxml	1	2	6	1	5	0.379537	0.383886	0.0043489	ok	
cpdl_5_voice_quartet_plus_viole	62	All'apparir di quelle luci ardenti	data/cpdl/5-voices/sources/062_all_apparir_di_quelle_luci_ardenti__02_gesualdo_all_apparir_di_quelle_luci_ardenti.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/062_all_apparir_di_quelle_luci_ardenti.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/062_all_apparir_di_quelle_luci_ardenti.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/062_all_apparir_di_quelle_luci_ardenti__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/062_all_apparir_di_quelle_luci_ardenti__t+1_to_+0.musicxml	1	0	6	1	5	0.311213	0.326719	0.0155061	ok	
cpdl_5_voice_quartet_plus_viole	63	Alme d'Amor rubelle	data/cpdl/5-voices/sources/063_alme_d_amor_rubelle__02_alme_d_amor_rubelle_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/063_alme_d_amor_rubelle.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/063_alme_d_amor_rubelle.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/063_alme_d_amor_rubelle__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/063_alme_d_amor_rubelle__t-1_to_+0.musicxml	-1	0	5	0	5	0.385274	0.400718	0.0154446	ok	
cpdl_5_voice_quartet_plus_viole	64	Amor pace non chero	data/cpdl/5-voices/sources/064_amor_pace_non_chero__01_gesualdo_amor_pace_non_chero.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/064_amor_pace_non_chero.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/064_amor_pace_non_chero.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/064_amor_pace_non_chero__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/064_amor_pace_non_chero__t-1_to_+0.musicxml	-1	0	5	0	5	0.338301	0.343175	0.00487469	ok	
cpdl_5_voice_quartet_plus_viole	65	Ancide sol la morte	data/cpdl/5-voices/sources/065_ancide_sol_la_morte__02_ancide_sol_la_morte_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/065_ancide_sol_la_morte.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/065_ancide_sol_la_morte.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/065_ancide_sol_la_morte__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/065_ancide_sol_la_morte__t+1_to_+0.musicxml	1	0	5	0	5	0.375382	0.391363	0.0159807	ok	
cpdl_5_voice_quartet_plus_viole	66	Ancidetemi pur, grievi martiri	data/cpdl/5-voices/sources/066_ancidetemi_pur_grievi_martiri__01_gesualdo_ancidetemi_pur_grievi_martiri.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/066_ancidetemi_pur_grievi_martiri.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/066_ancidetemi_pur_grievi_martiri.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/066_ancidetemi_pur_grievi_martiri__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/066_ancidetemi_pur_grievi_martiri__t+1_to_+0.musicxml	1	0	5	0	5	0.332192	0.349025	0.0168328	ok	
cpdl_5_voice_quartet_plus_viole	67	Ancor che per amarti	data/cpdl/5-voices/sources/067_ancor_che_per_amarti__02_ancor_che_per_amarti_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/067_ancor_che_per_amarti.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/067_ancor_che_per_amarti.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/067_ancor_che_per_amarti__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/067_ancor_che_per_amarti__t+1_to_+0.musicxml	1	0	5	0	5	0.309798	0.315409	0.00561114	ok	
cpdl_5_voice_quartet_plus_viole	72	Baci soavi e cari	data/cpdl/5-voices/sources/072_baci_soavi_e_cari__02_gesualdo_baci_soavi_e_cari.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/072_baci_soavi_e_cari.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/072_baci_soavi_e_cari.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/072_baci_soavi_e_cari__t+3_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/072_baci_soavi_e_cari__t+3_to_+2.musicxml	3	2	4	1	3	0.362407	0.378596	0.0161883	ok	
cpdl_5_voice_quartet_plus_viole	77	Caro amoroso neo	data/cpdl/5-voices/sources/077_caro_amoroso_neo__01_gesualdo_caro_amoroso_neo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/077_caro_amoroso_neo.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/077_caro_amoroso_neo.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/077_caro_amoroso_neo__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/077_caro_amoroso_neo__t+1_to_+0.musicxml	1	0	6	1	5	0.402045	0.415884	0.0138381	ok	
cpdl_5_voice_quartet_plus_viole	82	Come vivrai cor mio	data/cpdl/5-voices/sources/082_come_vivrai_cor_mio__02_gesualdo_come_vivrai_cor_mio.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/082_come_vivrai_cor_mio.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/082_come_vivrai_cor_mio.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/082_come_vivrai_cor_mio__t+2_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/082_come_vivrai_cor_mio__t+2_to_+0.musicxml	2	0	2	0	2	0.382366	0.394427	0.0120611	ok	
cpdl_5_voice_quartet_plus_viole	86	Dalle odorate spoglie	data/cpdl/5-voices/sources/086_dalle_odorate_spoglie__02_dalle_odorate_spoglie_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/086_dalle_odorate_spoglie.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/086_dalle_odorate_spoglie.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/086_dalle_odorate_spoglie__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/086_dalle_odorate_spoglie__t+1_to_+0.musicxml	1	0	5	0	5	0.397228	0.403348	0.00612042	ok	
cpdl_5_voice_quartet_plus_viole	91	Dolce spirto d'amore	data/cpdl/5-voices/sources/091_dolce_spirto_d_amore__01_gesualdo_dolce_spirto_d_amore.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/091_dolce_spirto_d_amore.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_mp3/091_dolce_spirto_d_amore.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/original/091_dolce_spirto_d_amore__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_5_voice_quartet_plus_viole/updated/091_dolce_spirto_d_amore__t+1_to_+2.musicxml	1	2	6	1	5	0.345151	0.347836	0.00268441	ok	
