job	input_path	pdf_path	mode	status	suppressed_naturals	removed_dynamics	removed_hairpins	beat_readability_changes	final_barlines_added	cello_clef_changes_added	viola_clef_changes_added	suppressed_tie_continuation_accidentals	normalized_dangling_ties	pdf_midi_fallbacks	error
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/019_tribulationem_et_dolorem.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/019_tribulationem_et_dolorem.pdf	clean	rendered	442	65	55	51	5	10	6	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/020_venit_lumen_tuum.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/020_venit_lumen_tuum.pdf	clean	rendered	429	60	50	44	5	8	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/057_a_voi_mentre_il_mio_core.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/057_a_voi_mentre_il_mio_core.pdf	clean	rendered	462	95	75	42	5	6	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/058_ahi_disperata_vita.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/058_ahi_disperata_vita.pdf	clean	rendered	294	80	65	46	5	6	5	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/060_al_mio_gioir_il_ciel_si_fa_sereno.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/060_al_mio_gioir_il_ciel_si_fa_sereno.pdf	clean	rendered	680	110	95	68	5	6	10	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/061_all_ombra_de_gl_allori.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/061_all_ombra_de_gl_allori.pdf	clean	rendered	118	25	18	3	5	2	4	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/062_all_apparir_di_quelle_luci_ardenti.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/062_all_apparir_di_quelle_luci_ardenti.pdf	clean	rendered	458	65	53	158	5	4	8	0	10	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/063_alme_d_amor_rubelle.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/063_alme_d_amor_rubelle.pdf	clean	rendered	508	60	50	62	5	10	8	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/064_amor_pace_non_chero.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/064_amor_pace_non_chero.pdf	clean	rendered	289	55	47	29	5	6	2	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/065_ancide_sol_la_morte.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/065_ancide_sol_la_morte.pdf	clean	rendered	508	75	66	45	5	6	4	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/066_ancidetemi_pur_grievi_martiri.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/066_ancidetemi_pur_grievi_martiri.pdf	clean	rendered	450	140	109	77	5	2	2	0	8	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/067_ancor_che_per_amarti.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/067_ancor_che_per_amarti.pdf	clean	rendered	325	85	73	96	5	2	4	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/068_arde_il_mio_cor.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/068_arde_il_mio_cor.pdf	clean	rendered	327	40	27	30	5	2	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/069_ardita_zanzaretta.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/069_ardita_zanzaretta.pdf	clean	rendered	423	105	75	124	5	12	16	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/070_ardo_per_te_mio_bene.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/070_ardo_per_te_mio_bene.pdf	clean	rendered	300	95	80	65	5	4	8	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/071_asciugate_i_begli_occhi.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/071_asciugate_i_begli_occhi.pdf	clean	rendered	261	65	54	88	5	3	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/072_baci_soavi_e_cari.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/072_baci_soavi_e_cari.pdf	clean	rendered	1160	145	116	819	5	4	18	0	270	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/073_bella_angioletta.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/073_bella_angioletta.pdf	clean	rendered	430	105	87	32	5	6	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/074_belt_poi_che_t_assenti.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/074_belt_poi_che_t_assenti.pdf	clean	rendered	273	90	68	55	5	8	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/075_candida_man_qual_neve.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/075_candida_man_qual_neve.pdf	clean	rendered	445	110	85	103	5	4	4	0	3	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/076_candido_e_verde_fiore.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/076_candido_e_verde_fiore.pdf	clean	rendered	439	90	75	48	5	6	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/077_caro_amoroso_neo.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/077_caro_amoroso_neo.pdf	clean	rendered	659	125	113	252	5	10	7	0	9	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/078_che_fai_meco.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/078_che_fai_meco.pdf	clean	rendered	348	95	72	44	5	4	10	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/079_che_sentir_deve_il_petto_mio.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/079_che_sentir_deve_il_petto_mio.pdf	clean	rendered	400	90	71	188	5	4	9	0	0	1	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/080_chiaro_risplender_suole.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/080_chiaro_risplender_suole.pdf	clean	rendered	352	100	76	51	5	2	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/081_com_esser_pu_ch_io_viva.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/081_com_esser_pu_ch_io_viva.pdf	clean	rendered	367	105	81	70	5	0	0	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/082_come_vivrai_cor_mio.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/082_come_vivrai_cor_mio.pdf	clean	rendered	130	15	10	22	5	0	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/083_cor_mio_deh_non_piangete.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/083_cor_mio_deh_non_piangete.pdf	clean	rendered	540	145	113	53	5	8	6	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/084_correte_amanti_a_prova.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/084_correte_amanti_a_prova.pdf	clean	rendered	544	75	66	47	5	8	6	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/086_dalle_odorate_spoglie.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/086_dalle_odorate_spoglie.pdf	clean	rendered	190	40	32	27	5	2	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/087_deh_coprite_il_bel_seno.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/087_deh_coprite_il_bel_seno.pdf	clean	rendered	326	70	57	120	5	4	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/088_deh_come_invan_sospiro.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/088_deh_come_invan_sospiro.pdf	clean	rendered	336	145	113	50	5	0	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/090_del_bel_de_bei_vostri_occhi.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/090_del_bel_de_bei_vostri_occhi.pdf	clean	rendered	427	110	97	362	5	2	0	0	20	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/091_dolce_spirto_d_amore.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/091_dolce_spirto_d_amore.pdf	clean	rendered	439	90	74	129	5	4	6	0	8	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/092_dolcissima_mia_vita.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/092_dolcissima_mia_vita.pdf	clean	rendered	304	60	52	209	5	10	4	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/093_dolcissimo_sospiro.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/093_dolcissimo_sospiro.pdf	clean	rendered	463	100	87	531	5	6	10	0	24	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/095_ecco_morir_dunque.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/095_ecco_morir_dunque.pdf	clean	rendered	468	135	112	51	5	8	4	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/096_felice_primavera.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/096_felice_primavera.pdf	clean	rendered	680	140	122	146	5	6	14	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/097_felicissimo_sonno.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/097_felicissimo_sonno.pdf	clean	rendered	316	75	58	62	5	6	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/098_gelo_ha_madonna_il_seno.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/098_gelo_ha_madonna_il_seno.pdf	clean	rendered	413	85	72	41	5	10	8	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/099_gioite_voi_col_canto.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/099_gioite_voi_col_canto.pdf	clean	rendered	409	135	108	60	5	6	4	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/100_gi_piansi_nel_dolore.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/100_gi_piansi_nel_dolore.pdf	clean	rendered	279	115	99	47	5	0	6	0	4	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/101_hai_rotto_e_sciolto_e_spento.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/101_hai_rotto_e_sciolto_e_spento.pdf	clean	rendered	565	120	106	114	5	2	16	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/102_in_pi_leggiadro_velo.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/102_in_pi_leggiadro_velo.pdf	clean	rendered	400	75	61	87	5	6	7	0	4	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/103_io_parto_e_non_pi_dissi.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/103_io_parto_e_non_pi_dissi.pdf	clean	rendered	149	90	68	82	5	6	4	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/104_io_pur_respiro_in_cos_gran_dolore.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/104_io_pur_respiro_in_cos_gran_dolore.pdf	clean	rendered	399	90	63	78	5	0	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/105_io_tacer.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/105_io_tacer.pdf	clean	rendered	179	55	42	53	5	0	2	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/106_itene_o_miei_sospiri.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/106_itene_o_miei_sospiri.pdf	clean	rendered	413	85	73	110	5	6	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/107_languisce_al_fin_chi_da_la_vita_parte.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/107_languisce_al_fin_chi_da_la_vita_parte.pdf	clean	rendered	420	90	70	125	5	6	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/109_luci_serene_e_chiare.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/109_luci_serene_e_chiare.pdf	clean	rendered	506	55	50	56	5	6	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/110_ma_se_avverr_ch_io_moia.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/110_ma_se_avverr_ch_io_moia.pdf	clean	rendered	351	60	46	122	5	4	8	0	0	1	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/111_ma_se_tale_ha_costei.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/111_ma_se_tale_ha_costei.pdf	clean	rendered	330	75	58	140	5	10	3	0	0	1	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/112_ma_tu_cagion_di_quella_atroce_pena.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/112_ma_tu_cagion_di_quella_atroce_pena.pdf	clean	rendered	266	45	39	74	5	8	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/113_madonna_io_ben_vorrei.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/113_madonna_io_ben_vorrei.pdf	clean	rendered	438	110	92	40	5	2	4	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/114_mentre_gira_costei.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/114_mentre_gira_costei.pdf	clean	rendered	569	85	71	46	5	6	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/115_mentre_madonna_il_lasso_fianco_posa.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/115_mentre_madonna_il_lasso_fianco_posa.pdf	clean	rendered	852	155	132	217	5	8	10	0	4	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/116_mentre_mia_stella_miri.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/116_mentre_mia_stella_miri.pdf	clean	rendered	481	75	68	165	5	4	4	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/117_meraviglia_d_amore.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/117_meraviglia_d_amore.pdf	clean	rendered	756	90	76	74	5	12	8	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/118_merc_grido_piangendo.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/118_merc_grido_piangendo.pdf	clean	rendered	395	85	71	245	5	6	4	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/119_mille_volte_il_di.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/119_mille_volte_il_di.pdf	clean	rendered	223	135	103	75	5	4	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/120_moro_e_mentre_sospiro.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/120_moro_e_mentre_sospiro.pdf	clean	rendered	354	75	60	109	5	6	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/121_moro_lasso_al_mio_duolo.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/121_moro_lasso_al_mio_duolo.pdf	clean	rendered	392	115	90	32	5	4	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/123_non_mai_non_canger_stato.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/123_non_mai_non_canger_stato.pdf	clean	rendered	309	75	64	90	5	4	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/124_non_mi_toglia_il_ben_mio.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/124_non_mi_toglia_il_ben_mio.pdf	clean	rendered	293	85	70	73	5	8	6	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/125_non_mirar_non_mirare.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/125_non_mirar_non_mirare.pdf	clean	rendered	451	140	120	48	5	6	6	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/127_non_questa_la_mano.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/127_non_questa_la_mano.pdf	clean	rendered	585	90	64	225	5	8	8	0	10	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/128_o_com_gran_martire.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/128_o_com_gran_martire.pdf	clean	rendered	443	95	83	35	5	12	9	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/129_o_dolce_mio_martire.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/129_o_dolce_mio_martire.pdf	clean	rendered	393	90	70	82	5	10	10	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/130_o_dolce_mio_tesoro.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/130_o_dolce_mio_tesoro.pdf	clean	rendered	365	75	60	68	5	4	4	0	1	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/131_o_dolorosa_gioia.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/131_o_dolorosa_gioia.pdf	clean	rendered	285	75	63	125	5	6	4	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/132_o_mal_nati_messagi.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/132_o_mal_nati_messagi.pdf	clean	rendered	356	95	78	92	5	10	4	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/134_o_tenebroso_giorno.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/134_o_tenebroso_giorno.pdf	clean	rendered	258	45	36	80	5	6	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/135_o_voi_troppo_felici.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/135_o_voi_troppo_felici.pdf	clean	rendered	307	60	55	30	5	4	2	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/136_occhi_del_mio_cor_vita.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/136_occhi_del_mio_cor_vita.pdf	clean	rendered	242	80	64	90	5	0	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/137_or_che_in_gioia.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/137_or_che_in_gioia.pdf	clean	rendered	475	125	103	54	5	4	2	0	2	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/138_poich_l_avida_sete.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/138_poich_l_avida_sete.pdf	clean	rendered	300	50	40	85	5	6	8	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/139_qual_fora_donna.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/139_qual_fora_donna.pdf	clean	rendered	276	55	41	75	5	2	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/140_quando_l_alba_novella.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/140_quando_l_alba_novella.pdf	clean	rendered	188	25	18	19	5	0	0	0	0	0	-
cpdl5:string_quartet_plus_viole	data/cpdl/5-voices/reductions/string_quartet_plus_viole/141_quando_ridente_e_bella.musicxml	data/cpdl/5-voices/renders/string_quartet_plus_viole_pdf/141_quando_ridente_e_bella.pdf	clean	rendered	458	65	60	44	5	4	2	0	3	0	-
