batch	work_id	title	source_path	current_output_path	original_snapshot_path	alternative_output_path	current_semitones	alternative_semitones	current_key_burden	alternative_key_burden	key_burden_delta	current_tessitura_score	alternative_tessitura_score	tessitura_delta	status	error
cpdl_5_voice_quartet_plus_viole	155	Se tu fuggi	data/cpdl/5-voices/sources/155_se_tu_fuggi__02_gesu_20se.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/155_se_tu_fuggi.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/155_se_tu_fuggi__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/155_se_tu_fuggi__t+1_to_+0.musicxml	1	0	6	1	5	0.349709	0.356023	0.00631375	ok	
cpdl_5_voice_quartet_plus_viole	161	Sparge la morte	data/cpdl/5-voices/sources/161_sparge_la_morte__02_sparge_la_morte_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/161_sparge_la_morte.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/161_sparge_la_morte__t+6_to_+7.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/161_sparge_la_morte__t+6_to_+7.musicxml	6	7	6	1	5	0.383759	0.371178	-0.0125809	ok	
cpdl_5_voice_quartet_plus_viole	19	Tribulationem et dolorem	data/cpdl/5-voices/sources/019_tribulationem_et_dolorem__02_tribulationem_et_dolorem_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/019_tribulationem_et_dolorem.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/019_tribulationem_et_dolorem__t+6_to_+5.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/019_tribulationem_et_dolorem__t+6_to_+5.musicxml	6	5	6	1	5	0.430746	0.434667	0.00392126	ok	
cpdl_5_voice_quartet_plus_viole	3	Ave, dulcissima Maria	data/cpdl/5-voices/sources/003_ave_dulcissima_maria__02_ave_dulcissima_maria_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/003_ave_dulcissima_maria.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/003_ave_dulcissima_maria__t+4_to_+5.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/003_ave_dulcissima_maria__t+4_to_+5.musicxml	4	5	6	1	5	0.363694	0.373686	0.00999214	ok	
cpdl_5_voice_quartet_plus_viole	61	All' ombra de gl'allori	data/cpdl/5-voices/sources/061_all_ombra_de_gl_allori__02_gesualdo_all_ombra_de_gl_allori.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/061_all_ombra_de_gl_allori.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/061_all_ombra_de_gl_allori__t+1_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/061_all_ombra_de_gl_allori__t+1_to_+2.musicxml	1	2	6	1	5	0.379537	0.383886	0.0043489	ok	
cpdl_5_voice_quartet_plus_viole	64	Amor pace non chero	data/cpdl/5-voices/sources/064_amor_pace_non_chero__01_gesualdo_amor_pace_non_chero.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/064_amor_pace_non_chero.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/064_amor_pace_non_chero__t-1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/064_amor_pace_non_chero__t-1_to_+0.musicxml	-1	0	5	0	5	0.338301	0.343175	0.00487469	ok	
cpdl_5_voice_quartet_plus_viole	67	Ancor che per amarti	data/cpdl/5-voices/sources/067_ancor_che_per_amarti__02_ancor_che_per_amarti_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/067_ancor_che_per_amarti.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/067_ancor_che_per_amarti__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/067_ancor_che_per_amarti__t+1_to_+0.musicxml	1	0	5	0	5	0.309798	0.315409	0.00561114	ok	
cpdl_5_voice_quartet_plus_viole	86	Dalle odorate spoglie	data/cpdl/5-voices/sources/086_dalle_odorate_spoglie__02_dalle_odorate_spoglie_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/086_dalle_odorate_spoglie.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/086_dalle_odorate_spoglie__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/086_dalle_odorate_spoglie__t+1_to_+0.musicxml	1	0	5	0	5	0.397228	0.403348	0.00612042	ok	
cpdl_5_voice_quartet_plus_viole	91	Dolce spirto d'amore	data/cpdl/5-voices/sources/091_dolce_spirto_d_amore__01_gesualdo_dolce_spirto_d_amore.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/091_dolce_spirto_d_amore.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/091_dolce_spirto_d_amore__t+1_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/091_dolce_spirto_d_amore__t+1_to_+2.musicxml	1	2	6	1	5	0.345151	0.347836	0.00268441	ok	
cpdl_5_voice_quartet_plus_viole	93	Dolcissimo sospiro	data/cpdl/5-voices/sources/093_dolcissimo_sospiro__01_gesualdo_dolcissimo_sospiro.mxl	data/cpdl/5-voices/reductions/string_quartet_plus_viole/093_dolcissimo_sospiro.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/original/093_dolcissimo_sospiro__t+1_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_quartet_plus_viole/alternative/093_dolcissimo_sospiro__t+1_to_+2.musicxml	1	2	6	1	5	0.380806	0.383905	0.00309849	ok	
cpdl_5_voice_string_quartet	106	Itene o miei sospiri	data/cpdl/5-voices/sources/106_itene_o_miei_sospiri__02_gesu_3ite.mxl	data/cpdl/5-voices/reductions/string_quartet/106_itene_o_miei_sospiri.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/106_itene_o_miei_sospiri__t-1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/106_itene_o_miei_sospiri__t-1_to_+0.musicxml	-1	0	4	1	3	0.374487	0.381092	0.00660509	ok	
cpdl_5_voice_string_quartet	110	Ma se avverrà ch'io moia	data/cpdl/5-voices/sources/110_ma_se_avverra_ch_io_moia__01_8_ma_se_averra.mid	data/cpdl/5-voices/reductions/string_quartet/110_ma_se_avverr_ch_io_moia.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/110_ma_se_avverr_ch_io_moia__t+4_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/110_ma_se_avverr_ch_io_moia__t+4_to_+2.musicxml	4	2	3	1	2	0.443676	0.444029	0.000352489	ok	
cpdl_5_voice_string_quartet	123	Non mai non cangerò stato	data/cpdl/5-voices/sources/123_non_mai_non_cangero_stato__02_gesualdo_non_mai_non_cangero.mxl	data/cpdl/5-voices/reductions/string_quartet/123_non_mai_non_canger_stato.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/123_non_mai_non_canger_stato__t+1_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/123_non_mai_non_canger_stato__t+1_to_+2.musicxml	1	2	6	1	5	0.327837	0.333364	0.00552673	ok	
cpdl_5_voice_string_quartet	13	O vos omnes (1603)	data/cpdl/5-voices/sources/013_o_vos_omnes_1603__02_gesualdo_ovosomnes.mxl	data/cpdl/5-voices/reductions/string_quartet/013_o_vos_omnes_1603.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/013_o_vos_omnes_1603__t+3_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/013_o_vos_omnes_1603__t+3_to_+2.musicxml	3	2	4	1	3	0.302588	0.304395	0.00180727	ok	
cpdl_5_voice_string_quartet	131	O dolorosa gioia	data/cpdl/5-voices/sources/131_o_dolorosa_gioia__02_gesu_5odo.mxl	data/cpdl/5-voices/reductions/string_quartet/131_o_dolorosa_gioia.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/131_o_dolorosa_gioia__t+1_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/131_o_dolorosa_gioia__t+1_to_+2.musicxml	1	2	6	1	5	0.452598	0.455283	0.00268538	ok	
cpdl_5_voice_string_quartet	139	Qual fora, donna	data/cpdl/5-voices/sources/139_qual_fora_donna__02_gesu_6qu.mxl	data/cpdl/5-voices/reductions/string_quartet/139_qual_fora_donna.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/139_qual_fora_donna__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/139_qual_fora_donna__t+1_to_+0.musicxml	1	0	6	1	5	0.338147	0.339225	0.00107812	ok	
cpdl_5_voice_string_quartet	144	Questa crudele e pia	data/cpdl/5-voices/sources/144_questa_crudele_e_pia__02_questa_crudele_et_pia_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/144_questa_crudele_e_pia.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/144_questa_crudele_e_pia__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/144_questa_crudele_e_pia__t+1_to_+0.musicxml	1	0	6	1	5	0.328955	0.336546	0.00759195	ok	
cpdl_5_voice_string_quartet	146	Resta di darmi noia	data/cpdl/5-voices/sources/146_resta_di_darmi_noia__02_resta_di_darmi_noia_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/146_resta_di_darmi_noia.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/146_resta_di_darmi_noia__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/146_resta_di_darmi_noia__t+1_to_+0.musicxml	1	0	5	0	5	0.430658	0.438988	0.00833018	ok	
cpdl_5_voice_string_quartet	153	Se piange, ahimè, la donna del mio core	data/cpdl/5-voices/sources/153_se_piange_ahime_la_donna_del_mio_core__01_gesualdo_se_piange_oime_la_donna_del_mio_core.mxl	data/cpdl/5-voices/reductions/string_quartet/153_se_piange_ahim_la_donna_del_mio_core.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/153_se_piange_ahim_la_donna_del_mio_core__t+1_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/153_se_piange_ahim_la_donna_del_mio_core__t+1_to_+2.musicxml	1	2	6	1	5	0.346299	0.348016	0.00171685	ok	
cpdl_5_voice_string_quartet	155	Se tu fuggi	data/cpdl/5-voices/sources/155_se_tu_fuggi__02_gesu_20se.mxl	data/cpdl/5-voices/reductions/string_quartet/155_se_tu_fuggi.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/155_se_tu_fuggi__t-1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/155_se_tu_fuggi__t-1_to_+0.musicxml	-1	0	4	1	3	0.351887	0.356228	0.00434083	ok	
cpdl_5_voice_string_quartet	16	Reminiscere	data/cpdl/5-voices/sources/016_reminiscere__02_gesualdo_reminiscere.mxl	data/cpdl/5-voices/reductions/string_quartet/016_reminiscere.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/016_reminiscere__t+1_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/016_reminiscere__t+1_to_+2.musicxml	1	2	6	1	5	0.353408	0.355768	0.00236044	ok	
cpdl_5_voice_string_quartet	166	Tu m'uccidi, o crudele	data/cpdl/5-voices/sources/166_tu_m_uccidi_o_crudele__04_gesu_15tu.mxl	data/cpdl/5-voices/reductions/string_quartet/166_tu_m_uccidi_o_crudele.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/166_tu_m_uccidi_o_crudele__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/166_tu_m_uccidi_o_crudele__t+1_to_+0.musicxml	1	0	5	0	5	0.366735	0.371453	0.00471734	ok	
cpdl_5_voice_string_quartet	57	A voi, mentre il mio core	data/cpdl/5-voices/sources/057_a_voi_mentre_il_mio_core__02_a_voi_mentre_il_mio_core_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/057_a_voi_mentre_il_mio_core.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/057_a_voi_mentre_il_mio_core__t-1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/057_a_voi_mentre_il_mio_core__t-1_to_+0.musicxml	-1	0	5	0	5	0.338248	0.342575	0.00432646	ok	
cpdl_5_voice_string_quartet	76	Candido e verde fiore	data/cpdl/5-voices/sources/076_candido_e_verde_fiore__02_candido_e_verde_fiore_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/076_candido_e_verde_fiore.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/076_candido_e_verde_fiore__t-1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/076_candido_e_verde_fiore__t-1_to_+0.musicxml	-1	0	5	0	5	0.391196	0.392127	0.000930513	ok	
cpdl_5_voice_string_quartet	78	Che fai meco	data/cpdl/5-voices/sources/078_che_fai_meco__02_che_fai_meco_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/078_che_fai_meco.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/078_che_fai_meco__t+1_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/078_che_fai_meco__t+1_to_+2.musicxml	1	2	6	1	5	0.418197	0.41914	0.000943038	ok	
cpdl_5_voice_string_quartet	79	Che sentir deve il petto mio	data/cpdl/5-voices/sources/079_che_sentir_deve_il_petto_mio__01_5_che_sentir_deve.mid	data/cpdl/5-voices/reductions/string_quartet/079_che_sentir_deve_il_petto_mio.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/079_che_sentir_deve_il_petto_mio__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/079_che_sentir_deve_il_petto_mio__t+1_to_+0.musicxml	1	0	6	1	5	0.356892	0.357337	0.000444862	ok	
cpdl_5_voice_string_quartet	83	Cor mio, deh, non piangete	data/cpdl/5-voices/sources/083_cor_mio_deh_non_piangete__02_cor_mio_deh_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/083_cor_mio_deh_non_piangete.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/083_cor_mio_deh_non_piangete__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/083_cor_mio_deh_non_piangete__t+1_to_+0.musicxml	1	0	5	0	5	0.442808	0.44595	0.00314243	ok	
cpdl_5_voice_string_quartet	84	Correte, amanti, a prova	data/cpdl/5-voices/sources/084_correte_amanti_a_prova__02_gesu_13cor.mxl	data/cpdl/5-voices/reductions/string_quartet/084_correte_amanti_a_prova.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/084_correte_amanti_a_prova__t-1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/084_correte_amanti_a_prova__t-1_to_+0.musicxml	-1	0	5	0	5	0.366253	0.36848	0.00222696	ok	
cpdl_5_voice_string_quartet	86	Dalle odorate spoglie	data/cpdl/5-voices/sources/086_dalle_odorate_spoglie__02_dalle_odorate_spoglie_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/086_dalle_odorate_spoglie.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/086_dalle_odorate_spoglie__t-1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/086_dalle_odorate_spoglie__t-1_to_+0.musicxml	-1	0	5	0	5	0.37388	0.383206	0.00932614	ok	
cpdl_5_voice_string_quartet	92	Dolcissima mia vita	data/cpdl/5-voices/sources/092_dolcissima_mia_vita__02_dolcissima_mia_vita_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/original/092_dolcissima_mia_vita__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_5_voice_string_quartet/alternative/092_dolcissima_mia_vita__t+1_to_+0.musicxml	1	0	6	1	5	0.332651	0.340678	0.00802742	ok	
cpdl_6_voice_string_quartet	31	Ecce quomodo moritur justus	data/cpdl/6-voices/sources/031_ecce_quomodo_moritur_justus__02_ecce_quomodo_gesualdo.mxl	data/cpdl/6-voices/reductions/string_quartet/031_ecce_quomodo_moritur_justus.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/original/031_ecce_quomodo_moritur_justus__t+2_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/alternative/031_ecce_quomodo_moritur_justus__t+2_to_+0.musicxml	2	0	2	0	2	0.317326	0.320995	0.00366903	ok	
cpdl_6_voice_string_quartet	32	Ecce vidimus eum	data/cpdl/6-voices/sources/032_ecce_vidimus_eum__01_gesualdo_ecce_vidimus.mxl	data/cpdl/6-voices/reductions/string_quartet/032_ecce_vidimus_eum.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/original/032_ecce_vidimus_eum__t+6_to_+7.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/alternative/032_ecce_vidimus_eum__t+6_to_+7.musicxml	6	7	6	1	5	0.495395	0.388069	-0.107326	ok	
cpdl_6_voice_string_quartet	34	Gaudeamus omnes	data/cpdl/6-voices/sources/034_gaudeamus_omnes__01_07_gaudeamus_omnes.mxl	data/cpdl/6-voices/reductions/string_quartet/034_gaudeamus_omnes.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/original/034_gaudeamus_omnes__t+1_to_+0.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/alternative/034_gaudeamus_omnes__t+1_to_+0.musicxml	1	0	5	0	5	0.263334	0.264122	0.000788355	ok	
cpdl_6_voice_string_quartet	41	O vos omnes (1611)	data/cpdl/6-voices/sources/041_o_vos_omnes_1611__01_gesualdo_o_vos_omnes_a_6.mxl	data/cpdl/6-voices/reductions/string_quartet/041_o_vos_omnes_1611.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/original/041_o_vos_omnes_1611__t+6_to_+7.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/alternative/041_o_vos_omnes_1611__t+6_to_+7.musicxml	6	7	6	1	5	0.706007	0.598831	-0.107176	ok	
cpdl_6_voice_string_quartet	42	Plange quasi virgo	data/cpdl/6-voices/sources/042_plange_quasi_virgo__02_plange_quasi_virgo_gesualdo_tr.mxl	data/cpdl/6-voices/reductions/string_quartet/042_plange_quasi_virgo.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/original/042_plange_quasi_virgo__t+1_to_+2.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/alternative/042_plange_quasi_virgo__t+1_to_+2.musicxml	1	2	4	1	3	0.418632	0.421288	0.00265637	ok	
cpdl_6_voice_string_quartet	50	Tenebræ factæ sunt	data/cpdl/6-voices/sources/050_tenebr_fact_sunt__01_gesualdo_tenebrae_factae_sunt.mxl	data/cpdl/6-voices/reductions/string_quartet/050_tenebr_fact_sunt.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/original/050_tenebr_fact_sunt__t+6_to_+7.musicxml	outputs/transposition_comparison/tier1_key_signature/cpdl_6_voice_string_quartet/alternative/050_tenebr_fact_sunt__t+6_to_+7.musicxml	6	7	5.00699	0.00699301	5	0.750077	0.577435	-0.172642	ok	
