batch	work_id	title	source_path	output_path	current_semitones	current_key_burden	current_max_key_abs	current_tessitura_score	best_semitones	best_key_burden	best_max_key_abs	best_tessitura_score	key_burden_delta	tessitura_delta	status	note
cpdl_5_voice_string_quartet	4	Deus refugium et virtus	data/cpdl/5-voices/sources/004_deus_refugium_et_virtus__02_gesualdo_deus_refugium.mxl	data/cpdl/5-voices/reductions/string_quartet/004_deus_refugium_et_virtus.musicxml	0	0	0	0.384503							ok	
cpdl_5_voice_string_quartet	5	Dignare me	data/cpdl/5-voices/sources/005_dignare_me__02_gesualdo_dignare_me.mxl	data/cpdl/5-voices/reductions/string_quartet/005_dignare_me.musicxml	2	1	1	0.442877							ok	
cpdl_5_voice_string_quartet	6	Domine ne despicias	data/cpdl/5-voices/sources/006_domine_ne_despicias__02_gesualdo_domine_ne_despicias.mxl	data/cpdl/5-voices/reductions/string_quartet/006_domine_ne_despicias.musicxml	2	2	2	0.415962							ok	
cpdl_5_voice_string_quartet	7	Exaudi Deus	data/cpdl/5-voices/sources/007_exaudi_deus__02_gesualdo_exaudi_deus.mxl	data/cpdl/5-voices/reductions/string_quartet/007_exaudi_deus.musicxml	2	2	2	0.404391							ok	
cpdl_5_voice_string_quartet	8	Hei mihi, Domine	data/cpdl/5-voices/sources/008_hei_mihi_domine__02_gesu_hei.mxl	data/cpdl/5-voices/reductions/string_quartet/008_hei_mihi_domine.musicxml	2	2	2	0.347156							ok	
cpdl_5_voice_string_quartet	9	Illumina faciem tuam	data/cpdl/5-voices/sources/009_illumina_faciem_tuam__02_illumina_faciem_tuam_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/009_illumina_faciem_tuam.musicxml	2	1	1	0.341545							ok	
cpdl_5_voice_string_quartet	10	Laboravi in gemitu meo	data/cpdl/5-voices/sources/010_laboravi_in_gemitu_meo__02_gesualdo_laboravi.mxl	data/cpdl/5-voices/reductions/string_quartet/010_laboravi_in_gemitu_meo.musicxml	2	1	1	0.460098							ok	
cpdl_5_voice_string_quartet	11	Maria, mater gratiae	data/cpdl/5-voices/sources/011_maria_mater_gratiae__02_gesualdo_maria_mater_gratiae.mxl	data/cpdl/5-voices/reductions/string_quartet/011_maria_mater_gratiae.musicxml	2	1	1	0.378185							ok	
cpdl_5_voice_string_quartet	12	O Crux benedicta	data/cpdl/5-voices/sources/012_o_crux_benedicta__02_gesualdo_o_crux_benedicta.mxl	data/cpdl/5-voices/reductions/string_quartet/012_o_crux_benedicta.musicxml	0	0	0	0.317269							ok	
cpdl_5_voice_string_quartet	13	O vos omnes (1603)	data/cpdl/5-voices/sources/013_o_vos_omnes_1603__02_gesualdo_ovosomnes.mxl	data/cpdl/5-voices/reductions/string_quartet/013_o_vos_omnes_1603.musicxml	2	1	1	0.304395							ok	
cpdl_5_voice_string_quartet	14	Peccantem me quotidie	data/cpdl/5-voices/sources/014_peccantem_me_quotidie__02_gesualdo_peccantum_me.mxl	data/cpdl/5-voices/reductions/string_quartet/014_peccantem_me_quotidie.musicxml	2	1	1	0.381111							ok	
cpdl_5_voice_string_quartet	15	Precibus et meritis	data/cpdl/5-voices/sources/015_precibus_et_meritis__02_gesualdo_precibus.mxl	data/cpdl/5-voices/reductions/string_quartet/015_precibus_et_meritis.musicxml	2	2	2	0.372314							ok	
cpdl_5_voice_string_quartet	16	Reminiscere	data/cpdl/5-voices/sources/016_reminiscere__02_gesualdo_reminiscere.mxl	data/cpdl/5-voices/reductions/string_quartet/016_reminiscere.musicxml	2	1	1	0.355768							ok	
cpdl_5_voice_string_quartet	17	Sancti Spiritus Domine	data/cpdl/5-voices/sources/017_sancti_spiritus_domine__02_gesualdo_sancti_spiritus_domine.mxl	data/cpdl/5-voices/reductions/string_quartet/017_sancti_spiritus_domine.musicxml	2	1	1	0.444045							ok	
cpdl_5_voice_string_quartet	18	Tribularer si nescirem	data/cpdl/5-voices/sources/018_tribularer_si_nescirem__02_gesualdo_tribularer19.mxl	data/cpdl/5-voices/reductions/string_quartet/018_tribularer_si_nescirem.musicxml	0	0	0	0.304795							ok	
cpdl_5_voice_string_quartet	19	Tribulationem et dolorem	data/cpdl/5-voices/sources/019_tribulationem_et_dolorem__02_tribulationem_et_dolorem_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/019_tribulationem_et_dolorem.musicxml	0	0	0	0.397338							ok	
cpdl_5_voice_string_quartet	20	Venit lumen tuum	data/cpdl/5-voices/sources/020_venit_lumen_tuum__02_gesu_ven.mxl	data/cpdl/5-voices/reductions/string_quartet/020_venit_lumen_tuum.musicxml	0	2	2	0.374077							ok	
cpdl_5_voice_string_quartet	57	A voi, mentre il mio core	data/cpdl/5-voices/sources/057_a_voi_mentre_il_mio_core__02_a_voi_mentre_il_mio_core_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/057_a_voi_mentre_il_mio_core.musicxml	0	0	0	0.342575							ok	
cpdl_5_voice_string_quartet	58	Ahi, disperata vita	data/cpdl/5-voices/sources/058_ahi_disperata_vita__01_gesualdo_ahi_disperata_vita.mxl	data/cpdl/5-voices/reductions/string_quartet/058_ahi_disperata_vita.musicxml	2	2	2	0.406426							ok	
cpdl_5_voice_string_quartet	59	Ahi, dispietata e cruda		data/cpdl/5-voices/reductions/string_quartet/059_ahi_dispietata_e_cruda.musicxml											source_status_error	data/cpdl/059_ahi_dispietata_e_cruda__01_gesualdo_ahi_dispietata_e_cruda.mxl: reduction failed: Violin I has overlapping source events near measure 6: p0:e9
cpdl_5_voice_string_quartet	60	Al mio gioir il ciel si fa sereno	data/cpdl/5-voices/sources/060_al_mio_gioir_il_ciel_si_fa_sereno__02_al_mio_gioir_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/060_al_mio_gioir_il_ciel_si_fa_sereno.musicxml	0	1	1	0.381181							ok	
cpdl_5_voice_string_quartet	61	All' ombra de gl'allori	data/cpdl/5-voices/sources/061_all_ombra_de_gl_allori__02_gesualdo_all_ombra_de_gl_allori.mxl	data/cpdl/5-voices/reductions/string_quartet/061_all_ombra_de_gl_allori.musicxml	2	1	1	0.397841							ok	
cpdl_5_voice_string_quartet	62	All'apparir di quelle luci ardenti	data/cpdl/5-voices/sources/062_all_apparir_di_quelle_luci_ardenti__02_gesualdo_all_apparir_di_quelle_luci_ardenti.mxl	data/cpdl/5-voices/reductions/string_quartet/062_all_apparir_di_quelle_luci_ardenti.musicxml	0	1	1	0.301925							ok	
cpdl_5_voice_string_quartet	63	Alme d'Amor rubelle	data/cpdl/5-voices/sources/063_alme_d_amor_rubelle__02_alme_d_amor_rubelle_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/063_alme_d_amor_rubelle.musicxml	0	0	0	0.415759							ok	
cpdl_5_voice_string_quartet	64	Amor pace non chero	data/cpdl/5-voices/sources/064_amor_pace_non_chero__01_gesualdo_amor_pace_non_chero.mxl	data/cpdl/5-voices/reductions/string_quartet/064_amor_pace_non_chero.musicxml	0	0	0	0.350029							ok	
cpdl_5_voice_string_quartet	65	Ancide sol la morte	data/cpdl/5-voices/sources/065_ancide_sol_la_morte__02_ancide_sol_la_morte_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/065_ancide_sol_la_morte.musicxml	0	0	0	0.377753							ok	
cpdl_5_voice_string_quartet	66	Ancidetemi pur, grievi martiri	data/cpdl/5-voices/sources/066_ancidetemi_pur_grievi_martiri__01_gesualdo_ancidetemi_pur_grievi_martiri.mxl	data/cpdl/5-voices/reductions/string_quartet/066_ancidetemi_pur_grievi_martiri.musicxml	0	0	0	0.342331							ok	
cpdl_5_voice_string_quartet	67	Ancor che per amarti	data/cpdl/5-voices/sources/067_ancor_che_per_amarti__02_ancor_che_per_amarti_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/067_ancor_che_per_amarti.musicxml	0	0	0	0.306751							ok	
cpdl_5_voice_string_quartet	68	Arde il mio cor	data/cpdl/5-voices/sources/068_arde_il_mio_cor__02_arde_il_mio_cor_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/068_arde_il_mio_cor.musicxml	0	0	0	0.275964							ok	
cpdl_5_voice_string_quartet	69	Ardita zanzaretta	data/cpdl/5-voices/sources/069_ardita_zanzaretta__02_ardita_zanzaretta_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/069_ardita_zanzaretta.musicxml	0	0	0	0.370269							ok	
cpdl_5_voice_string_quartet	70	Ardo per te, mio bene	data/cpdl/5-voices/sources/070_ardo_per_te_mio_bene__02_ardo_per_te_mio_bene_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/070_ardo_per_te_mio_bene.musicxml	2	2	2	0.400889							ok	
cpdl_5_voice_string_quartet	71	Asciugate i begli occhi	data/cpdl/5-voices/sources/071_asciugate_i_begli_occhi__02_gesu_14asc.mxl	data/cpdl/5-voices/reductions/string_quartet/071_asciugate_i_begli_occhi.musicxml	0	1	1	0.418487							ok	
cpdl_5_voice_string_quartet	72	Baci soavi e cari	data/cpdl/5-voices/sources/072_baci_soavi_e_cari__02_gesualdo_baci_soavi_e_cari.mxl	data/cpdl/5-voices/reductions/string_quartet/072_baci_soavi_e_cari.musicxml	0	1	1	0.335709							ok	
cpdl_5_voice_string_quartet	73	Bella Angioletta	data/cpdl/5-voices/sources/073_bella_angioletta__01_gesualdo_bella_angioletta.mxl	data/cpdl/5-voices/reductions/string_quartet/073_bella_angioletta.musicxml	0	0	0	0.309285							ok	
cpdl_5_voice_string_quartet	74	Beltà poi che t'assenti	data/cpdl/5-voices/sources/074_belta_poi_che_t_assenti__02_belta_poi_che_t_assenti.mxl	data/cpdl/5-voices/reductions/string_quartet/074_belt_poi_che_t_assenti.musicxml	0	3	3	0.384179							ok	
cpdl_5_voice_string_quartet	75	Candida man qual neve	data/cpdl/5-voices/sources/075_candida_man_qual_neve__02_gesualdo_candida_man_qual_neve.mxl	data/cpdl/5-voices/reductions/string_quartet/075_candida_man_qual_neve.musicxml	0	0	0	0.326922							ok	
cpdl_5_voice_string_quartet	76	Candido e verde fiore	data/cpdl/5-voices/sources/076_candido_e_verde_fiore__02_candido_e_verde_fiore_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/076_candido_e_verde_fiore.musicxml	0	0	0	0.392127							ok	
cpdl_5_voice_string_quartet	77	Caro amoroso neo	data/cpdl/5-voices/sources/077_caro_amoroso_neo__01_gesualdo_caro_amoroso_neo.mxl	data/cpdl/5-voices/reductions/string_quartet/077_caro_amoroso_neo.musicxml	0	1	1	0.400685							ok	
cpdl_5_voice_string_quartet	78	Che fai meco	data/cpdl/5-voices/sources/078_che_fai_meco__02_che_fai_meco_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/078_che_fai_meco.musicxml	2	1	1	0.41914							ok	
cpdl_5_voice_string_quartet	79	Che sentir deve il petto mio	data/cpdl/5-voices/sources/079_che_sentir_deve_il_petto_mio__01_5_che_sentir_deve.mid	data/cpdl/5-voices/reductions/string_quartet/079_che_sentir_deve_il_petto_mio.musicxml	0	1	1	0.357337							ok	
cpdl_5_voice_string_quartet	80	Chiaro risplender suole	data/cpdl/5-voices/sources/080_chiaro_risplender_suole__02_chiaro_risplender_suole_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/080_chiaro_risplender_suole.musicxml	0	0	0	0.360913							ok	
cpdl_5_voice_string_quartet	81	Com'esser può ch'io viva	data/cpdl/5-voices/sources/081_com_esser_puo_ch_io_viva__01_gesualdo_come_esser_puo_ch_io_viva.mxl	data/cpdl/5-voices/reductions/string_quartet/081_com_esser_pu_ch_io_viva.musicxml	0	1	1	0.373886							ok	
cpdl_5_voice_string_quartet	82	Come vivrai cor mio	data/cpdl/5-voices/sources/082_come_vivrai_cor_mio__02_gesualdo_come_vivrai_cor_mio.mxl	data/cpdl/5-voices/reductions/string_quartet/082_come_vivrai_cor_mio.musicxml	2	2	2	0.30678							ok	
cpdl_5_voice_string_quartet	83	Cor mio, deh, non piangete	data/cpdl/5-voices/sources/083_cor_mio_deh_non_piangete__02_cor_mio_deh_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/083_cor_mio_deh_non_piangete.musicxml	0	0	0	0.44595							ok	
cpdl_5_voice_string_quartet	84	Correte, amanti, a prova	data/cpdl/5-voices/sources/084_correte_amanti_a_prova__02_gesu_13cor.mxl	data/cpdl/5-voices/reductions/string_quartet/084_correte_amanti_a_prova.musicxml	0	0	0	0.36848							ok	
cpdl_5_voice_string_quartet	85	Crudelissima doglia		data/cpdl/5-voices/reductions/string_quartet/085_crudelissima_doglia.musicxml											source_status_error	data/cpdl/085_crudelissima_doglia__01_gesualdo_crudelissima_doglia.mxl: reduction failed: Violoncello has overlapping source events near measure 11: p4:e20
cpdl_5_voice_string_quartet	86	Dalle odorate spoglie	data/cpdl/5-voices/sources/086_dalle_odorate_spoglie__02_dalle_odorate_spoglie_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/086_dalle_odorate_spoglie.musicxml	0	0	0	0.383206							ok	
cpdl_5_voice_string_quartet	87	Deh coprite il bel seno	data/cpdl/5-voices/sources/087_deh_coprite_il_bel_seno__02_gesu_16de.mxl	data/cpdl/5-voices/reductions/string_quartet/087_deh_coprite_il_bel_seno.musicxml	0	0	0	0.339271							ok	
cpdl_5_voice_string_quartet	88	Deh, come invan sospiro	data/cpdl/5-voices/sources/088_deh_come_invan_sospiro__02_deh_come_invan_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/088_deh_come_invan_sospiro.musicxml	0	0	0	0.306735							ok	
cpdl_5_voice_string_quartet	89	Deh, se già fu crudele		data/cpdl/5-voices/reductions/string_quartet/089_deh_se_gi_fu_crudele.musicxml											source_status_error	data/cpdl/089_deh_se_gia_fu_crudele__01_gesualdo_deh_se_gia_fu_crudele.mxl: reduction failed: Violin I has overlapping source events near measure 18: p0:e45
cpdl_5_voice_string_quartet	90	Del bel de bei vostri occhi	data/cpdl/5-voices/sources/090_del_bel_de_bei_vostri_occhi__01_gesualdo_del_bel_de_bei_vostri_occhi.mxl	data/cpdl/5-voices/reductions/string_quartet/090_del_bel_de_bei_vostri_occhi.musicxml	0	0	0	0.30393							ok	
cpdl_5_voice_string_quartet	91	Dolce spirto d'amore	data/cpdl/5-voices/sources/091_dolce_spirto_d_amore__01_gesualdo_dolce_spirto_d_amore.mxl	data/cpdl/5-voices/reductions/string_quartet/091_dolce_spirto_d_amore.musicxml	0	1	1	0.329321							ok	
cpdl_5_voice_string_quartet	92	Dolcissima mia vita	data/cpdl/5-voices/sources/092_dolcissima_mia_vita__02_dolcissima_mia_vita_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	0	1	1	0.340678							ok	
cpdl_5_voice_string_quartet	93	Dolcissimo sospiro	data/cpdl/5-voices/sources/093_dolcissimo_sospiro__01_gesualdo_dolcissimo_sospiro.mxl	data/cpdl/5-voices/reductions/string_quartet/093_dolcissimo_sospiro.musicxml	0	1	1	0.376366							ok	
cpdl_5_voice_string_quartet	95	Ecco, morirò dunque	data/cpdl/5-voices/sources/095_ecco_moriro_dunque__02_ecco_moriro_dunque_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/095_ecco_morir_dunque.musicxml	0	0	0	0.341776							ok	
cpdl_5_voice_string_quartet	96	Felice primavera	data/cpdl/5-voices/sources/096_felice_primavera__02_gesualdo_felice_primavera.mxl	data/cpdl/5-voices/reductions/string_quartet/096_felice_primavera.musicxml	0	1	1	0.297823							ok	
cpdl_5_voice_string_quartet	97	Felicissimo sonno	data/cpdl/5-voices/sources/097_felicissimo_sonno__02_gesu_7fel.mxl	data/cpdl/5-voices/reductions/string_quartet/097_felicissimo_sonno.musicxml	2	2	2	0.380197							ok	
cpdl_5_voice_string_quartet	98	Gelo ha madonna il seno	data/cpdl/5-voices/sources/098_gelo_ha_madonna_il_seno__01_gesualdo_gelo.mxl	data/cpdl/5-voices/reductions/string_quartet/098_gelo_ha_madonna_il_seno.musicxml	2	1	1	0.375795							ok	
cpdl_5_voice_string_quartet	99	Gioite voi col canto	data/cpdl/5-voices/sources/099_gioite_voi_col_canto__02_gioite_voi_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/099_gioite_voi_col_canto.musicxml	0	1	1	0.348426							ok	
cpdl_5_voice_string_quartet	100	Già piansi nel dolore	data/cpdl/5-voices/sources/100_gia_piansi_nel_dolore__02_gia_piansi_nel_dolore_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	0	0	0	0.33185							ok	
cpdl_5_voice_string_quartet	101	Hai rotto e sciolto e spento	data/cpdl/5-voices/sources/101_hai_rotto_e_sciolto_e_spento__02_hai_rotto_gesualdo.mxl	data/cpdl/5-voices/reductions/string_quartet/101_hai_rotto_e_sciolto_e_spento.musicxml	1	4	4	0.446195							ok	
cpdl_5_voice_string_quartet	102	In più leggiadro velo	data/cpdl/5-voices/sources/102_in_piu_leggiadro_velo__01_gesualdo_in_piu_leggiadro_velo.mxl	data/cpdl/5-voices/reductions/string_quartet/102_in_pi_leggiadro_velo.musicxml	0	1	1	0.344482							ok	
