batch	work_id	title	source_path	output_path	current_semitones	candidate_semitones	candidate_key_burden	candidate_max_key_abs	candidate_tessitura_score	candidate_tessitura_ok	candidate_is_current
kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/sources/book4_03-04_io_tacero.mid	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	2	3	4	4	0.530516	yes	no
kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/sources/book4_03-04_io_tacero.mid	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	2	4	3	3	0.624568	no	no
kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/sources/book4_03-04_io_tacero.mid	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	2	5	2	2	0.766158	no	no
kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/sources/book4_03-04_io_tacero.mid	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	2	6	5	5	0.853537	no	no
kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/sources/book4_03-04_io_tacero.mid	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	2	7	0	0	1.1794	no	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	-3	2	2	0.574901	no	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	-2	3	3	0.526335	no	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	-1	4	4	0.45322	yes	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	0	1	1	0.447231	yes	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	1	6	6	0.418197	yes	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	2	1	1	0.41914	yes	yes
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	3	4	4	0.474859	no	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	4	3	3	0.644943	no	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	5	2	2	0.830359	no	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	6	5	5	0.93181	no	no
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	2	7	0	0	1.35372	no	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	-5	0	0	0.889394	no	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	-4	5	5	0.718675	no	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	-3	2	2	0.458889	no	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	-2	3	3	0.394879	no	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	-1	4	4	0.348821	yes	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	0	1	1	0.326589	yes	yes
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	1	6	6	0.321606	yes	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	2	1	1	0.338889	yes	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	3	4	4	0.388493	no	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	4	3	3	0.55324	no	no
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	0	5	2	2	0.768594	no	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	-5	0	0	0.876699	no	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	-4	5	5	0.71177	no	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	-3	2	2	0.4862	no	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	-2	3	3	0.429316	no	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	-1	4	4	0.357012	yes	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	0	1	1	0.367761	yes	yes
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	1	6	6	0.381866	yes	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	2	1	1	0.431817	no	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	3	4	4	0.471167	no	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	4	3	3	0.632589	no	no
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	0	5	2	2	0.816556	no	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	-5	1	1	1.09505	no	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	-4	4	4	0.817118	no	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	-3	3	3	0.693635	no	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	-2	2	2	0.612873	no	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	-1	5	5	0.516087	no	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	0	0	0	0.44595	yes	yes
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	1	5	5	0.442808	yes	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	2	2	2	0.470513	yes	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	3	3	3	0.520527	no	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	4	4	4	0.559081	no	no
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	0	5	1	1	0.793378	no	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	0	0	0	0.535946	no	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	1	5	5	0.470484	no	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	2	2	2	0.358786	yes	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	3	3	3	0.348933	yes	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	4	4	4	0.350653	yes	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	5	1	1	0.379715	yes	yes
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	6	6	6	0.42368	yes	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	7	1	1	0.55703	no	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	8	4	4	0.674468	no	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	9	3	3	0.84672	no	no
kdf_string_quartet	IV 11. Sparge la morte	11. Sparge la morte	data/kdf/book4/sources/book4_11_sparge_la_morte.mid	data/kdf/book4/reductions/string_quartet/book4_11_sparge_la_morte.musicxml	5	10	2	2	1.2919	no	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	-3	2	2	0.894222	no	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	-2	3	3	0.733863	no	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	-1	4	4	0.634247	no	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	0	1	1	0.582679	no	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	1	6	6	0.513986	yes	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	2	1	1	0.493598	yes	yes
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	3	4	4	0.521167	yes	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	4	3	3	0.594638	no	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	5	2	2	0.758516	no	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	6	5	5	0.835303	no	no
kdf_string_quartet	IV 12-13. Moro, e mentre sospiro	12-13. Moro, e mentre sospiro	data/kdf/book4/sources/book4_12-13_moro_e_mentre_sospiro.mid	data/kdf/book4/reductions/string_quartet/book4_12-13_moro_e_mentre_sospiro.musicxml	2	7	0	0	1.15331	no	no
kdf_string_quartet	IV 14. Mentre gira costei	14. Mentre gira costei	data/kdf/book4/sources/book4_14_mentre_gira_costei.mid	data/kdf/book4/reductions/string_quartet/book4_14_mentre_gira_costei.musicxml	0	-5	1	1	0.591225	no	no
kdf_string_quartet	IV 14. Mentre gira costei	14. Mentre gira costei	data/kdf/book4/sources/book4_14_mentre_gira_costei.mid	data/kdf/book4/reductions/string_quartet/book4_14_mentre_gira_costei.musicxml	0	-4	4	4	0.527861	no	no
kdf_string_quartet	IV 14. Mentre gira costei	14. Mentre gira costei	data/kdf/book4/sources/book4_14_mentre_gira_costei.mid	data/kdf/book4/reductions/string_quartet/book4_14_mentre_gira_costei.musicxml	0	-3	3	3	0.441088	no	no
kdf_string_quartet	IV 14. Mentre gira costei	14. Mentre gira costei	data/kdf/book4/sources/book4_14_mentre_gira_costei.mid	data/kdf/book4/reductions/string_quartet/book4_14_mentre_gira_costei.musicxml	0	-2	2	2	0.409098	no	no
kdf_string_quartet	IV 14. Mentre gira costei	14. Mentre gira costei	data/kdf/book4/sources/book4_14_mentre_gira_costei.mid	data/kdf/book4/reductions/string_quartet/book4_14_mentre_gira_costei.musicxml	0	-1	5	5	0.356548	yes	no
kdf_string_quartet	IV 14. Mentre gira costei	14. Mentre gira costei	data/kdf/book4/sources/book4_14_mentre_gira_costei.mid	data/kdf/book4/reductions/string_quartet/book4_14_mentre_gira_costei.musicxml	0	0	0	0	0.354195	yes	yes
kdf_string_quartet	IV 14. Mentre gira costei	14. Mentre gira costei	data/kdf/book4/sources/book4_14_mentre_gira_costei.mid	data/kdf/book4/reductions/string_quartet/book4_14_mentre_gira_costei.musicxml	0	1	5	5	0.397233	yes	no
kdf_string_quartet	IV 14. Mentre gira costei	14. Mentre gira costei	data/kdf/book4/sources/book4_14_mentre_gira_costei.mid	data/kdf/book4/reductions/string_quartet/book4_14_mentre_gira_costei.musicxml	0	2	2	2	0.576656	no	no
kdf_string_quartet	IV 14. Mentre gira costei	14. Mentre gira costei	data/kdf/book4/sources/book4_14_mentre_gira_costei.mid	data/kdf/book4/reductions/string_quartet/book4_14_mentre_gira_costei.musicxml	0	3	3	3	0.699723	no	no
